,,move,none,show,pick up,greetings,affirmative,clarify,bye,deny,find,macro avg,weighted avg,pipeline,split
1,precision,0.8636363636363631,0.833333333333333,0.75,0.25,0.5,0.8571428571428571,0.29032258064516103,0.461538461538461,0.6875,0.259259259259259,0.575273285555543,0.574998558593508,supervised_embeddings,60
1,recall,0.9500000000000001,0.384615384615384,0.6000000000000001,0.25,0.625,0.31578947368421,0.45,0.6666666666666661,0.5789473684210521,0.35000000000000003,0.517101889338731,0.50595238095238,supervised_embeddings,60
1,f1-score,0.9047619047619041,0.5263157894736841,0.6666666666666661,0.25,0.555555555555555,0.461538461538461,0.35294117647058804,0.5454545454545451,0.628571428571428,0.297872340425531,0.5189677868918361,0.514003394614732,supervised_embeddings,60
2,precision,0.8888888888888881,0.25,0.5263157894736841,0.33333333333333304,0.5714285714285711,0.41176470588235203,0.533333333333333,0.384615384615384,0.833333333333333,0.35714285714285704,0.509015619743173,0.5221435346518271,supervised_embeddings,60
2,recall,0.8,0.23076923076923,0.5,0.45,0.5,0.36842105263157804,0.4,0.555555555555555,0.5263157894736841,0.5,0.48310616284300406,0.488095238095238,supervised_embeddings,60
2,f1-score,0.842105263157894,0.24000000000000002,0.512820512820512,0.38297872340425504,0.533333333333333,0.388888888888888,0.457142857142857,0.45454545454545403,0.6451612903225801,0.416666666666666,0.487364299028244,0.49618339063355604,supervised_embeddings,60
3,precision,0.72,0.6000000000000001,0.777777777777777,0.28888888888888803,0.125,0.6153846153846151,0.21428571428571402,0.4,1.0,0.5,0.524133699633699,0.554234257805686,supervised_embeddings,60
3,recall,0.9,0.461538461538461,0.35000000000000003,0.65,0.125,0.421052631578947,0.30000000000000004,0.22222222222222202,0.47368421052631504,0.4,0.430349752586594,0.464285714285714,supervised_embeddings,60
3,f1-score,0.799999999999999,0.521739130434782,0.482758620689655,0.399999999999999,0.125,0.5,0.25,0.28571428571428503,0.642857142857142,0.44444444444444403,0.445251362414031,0.47388323978600205,supervised_embeddings,60
1,precision,0.928571428571428,0.6666666666666661,0.3125,0.28571428571428503,0.6666666666666661,0.413793103448275,0.33333333333333304,0.0,0.6000000000000001,0.13636363636363602,0.434360912076429,0.43566501574506505,supervised_embeddings,70
1,recall,0.65,0.461538461538461,0.75,0.2,0.5,0.631578947368421,0.15,0.0,0.47368421052631504,0.15,0.396680161943319,0.41071428571428503,supervised_embeddings,70
1,f1-score,0.764705882352941,0.5454545454545451,0.44117647058823506,0.23529411764705802,0.5714285714285711,0.5,0.206896551724137,0.0,0.529411764705882,0.14285714285714202,0.393722504675851,0.399046217232974,supervised_embeddings,70
2,precision,0.6923076923076921,0.33333333333333304,0.33333333333333304,0.30769230769230704,0.33333333333333304,1.0,0.268292682926829,0.25,0.425,0.5,0.44432926829268204,0.466413811459543,supervised_embeddings,70
2,recall,0.9,0.07692307692307601,0.30000000000000004,0.2,0.25,0.157894736842105,0.55,0.11111111111111101,0.894736842105263,0.35000000000000003,0.379066576698155,0.416666666666666,supervised_embeddings,70
2,f1-score,0.7826086956521731,0.125,0.31578947368421,0.24242424242424201,0.28571428571428503,0.27272727272727204,0.36065573770491804,0.15384615384615302,0.5762711864406781,0.41176470588235203,0.352680175407628,0.37911403274689703,supervised_embeddings,70
3,precision,0.5806451612903221,0.205128205128205,0.5263157894736841,0.25,0.11111111111111101,0.875,0.18181818181818102,0.0,0.75,0.39130434782608703,0.38713227966475905,0.43471562597453,supervised_embeddings,70
3,recall,0.9,0.6153846153846151,0.5,0.2,0.125,0.36842105263157804,0.1,0.0,0.31578947368421,0.45,0.35745951417004,0.38690476190476103,supervised_embeddings,70
3,f1-score,0.7058823529411761,0.30769230769230704,0.512820512820512,0.22222222222222202,0.11764705882352901,0.518518518518518,0.12903225806451601,0.0,0.44444444444444403,0.41860465116279005,0.337686432669001,0.37505186137564805,supervised_embeddings,70
