,,object_color,placement,object_name,micro avg,macro avg,weighted avg,pipeline,split
2,recall,0.98,0.9431818181818181,0.893004115226337,0.9293139293139291,0.9387286444693851,0.9293139293139291,supervised_embeddings,50
2,f1-score,0.986577181208053,0.9540229885057471,0.919491525423728,0.9470338983050841,0.9533638983791761,0.9467298146521411,supervised_embeddings,50
3,precision,0.992537313432835,0.902173913043478,0.954918032786885,0.9553191489361701,0.9498764197543991,0.9559940752579541,supervised_embeddings,50
3,recall,0.9500000000000001,0.922222222222222,0.9209486166007901,0.9296066252587991,0.9310569462743371,0.9296066252587991,supervised_embeddings,50
3,f1-score,0.9708029197080291,0.9120879120879121,0.9376257545271631,0.9422875131164741,0.940172195441034,0.942483719963578,supervised_embeddings,50
1,precision,0.992957746478873,0.9500000000000001,0.9144144144144141,0.945945945945945,0.952457386964429,0.944333214089704,supervised_embeddings,70
1,recall,0.9215686274509801,0.9382716049382711,0.768939393939393,0.8433734939759031,0.8762598754428821,0.8433734939759031,supervised_embeddings,70
1,f1-score,0.9559322033898301,0.944099378881987,0.835390946502057,0.8917197452229301,0.9118075095912911,0.8901061981619041,supervised_embeddings,70
2,precision,0.9724137931034481,1.0,0.9601990049751241,0.9712918660287081,0.9775375993595241,0.971289869385597,supervised_embeddings,70
2,recall,0.9400000000000001,0.818181818181818,0.7942386831275721,0.844074844074844,0.850806833769796,0.844074844074844,supervised_embeddings,70
2,f1-score,0.9559322033898301,0.9,0.869369369369369,0.9032258064516121,0.9084338575864,0.9019679568923721,supervised_embeddings,70
3,precision,0.984,0.8137254901960781,0.922374429223744,0.9147982062780261,0.9066999731399401,0.919991769588518,supervised_embeddings,70
3,recall,0.8785714285714281,0.922222222222222,0.7984189723320151,0.84472049689441,0.8664042077085551,0.84472049689441,supervised_embeddings,70
3,f1-score,0.9283018867924521,0.864583333333333,0.8559322033898301,0.878363832077502,0.8829391411718721,0.878520935007392,supervised_embeddings,70
